25.674559	 0.0	loop
25.82929	0.0	
26.11632	0.0	
26.64904	0.0	
27.03884	0.0	
32.211884	 0.0	loop
32.33669	0.0	
32.48181	0.0	
32.61823	0.0	
32.71691	0.0	
32.90267	0.0	
33.22775	0.0	
33.61959	0.0	
36.893604	 0.0	loop
37.05904	0.0	
37.16063	0.0	
37.27383	0.0	
37.43927	0.0	
37.46830	0.0	
37.62793	0.0	
39.529070	 0.0	loop
39.81932	0.0	
39.99927	0.0	
40.26340	0.0	
40.33886	0.0	
40.60589	0.0	
45.612698	 0.0	loop
45.81877	0.0	
46.05097	0.0	
46.14530	0.0	
46.27519	0.0	
46.456600	 0.0	loop
46.64453	0.0	
46.76934	0.0	
46.88689	0.0	
46.97106	0.0	
47.16553	0.0	
84.159270	 0.0	loop
84.26086	0.0	
84.29278	0.0	
84.35519	0.0	
84.47274	0.0	
84.52789	0.0	
84.55691	0.0	
84.65415	0.0	
85.106940	 0.0	loop
85.22739	0.0	
85.36236	0.0	
85.48281	0.0	
85.58730	0.0	
91.270386	 0.0	loop
91.52145	0.0	
91.62739	0.0	
91.78993	0.0	
91.91038	0.0	
92.04681	0.0	
121.022400	  0.0	loop
121.16608	0.0	
121.26476	0.0	
121.45197	0.0	
121.65079	0.0	
121.88299	0.0	
159.985490	  0.0	loop
160.17270	0.0	
160.41070	0.0	
160.52681	0.0	
160.61533	0.0	
160.74304	0.0	
160.99411	0.0	
161.05505	0.0	
161.24953	0.0	
161.50784	0.0	
169.485350	  0.0	loop
169.57097	0.0	
169.76979	0.0	
169.84961	0.0	
170.19937	0.0	
170.29515	0.0	
170.501220	  0.0	loop
170.72182	0.0	
171.11655	0.0	
171.41551	0.0	
171.68254	0.0	
218.337230	  0.0	loop
218.50703	0.0	
218.63910	0.0	
218.79582	0.0	
218.89597	0.0	
219.14413	0.0	
219.827670	  0.0	loop
220.02359	0.0	
220.13388	0.0	
220.29787	0.0	
220.46912	0.0	
220.61424	0.0	
220.863860	  0.0	loop
221.01913	0.0	
221.21650	0.0	
221.41823	0.0	
221.58658	0.0	
221.76363	0.0	
259.276920	  0.0	loop
259.32916	0.0	
259.58893	0.0	
259.96770	0.0	
260.07800	0.0	
260.23618	0.0	
274.250180	  0.0	loop
274.38586	0.0	
274.51355	0.0	
274.72400	0.0	
274.89670	0.0	
275.11728	0.0	
275.348020	  0.0	loop
275.44672	0.0	
275.53525	0.0	
275.75436	0.0	
275.92126	0.0	
276.06640	0.0	
276.429200	  0.0	loop
276.57578	0.0	
276.73398	0.0	
276.90958	0.0	
277.04020	0.0	
277.10114	0.0	
277.668580	  0.0	loop
277.90370	0.0	
277.98206	0.0	
278.04880	0.0	
278.12427	0.0	
278.34195	0.0	
278.52625	0.0	
278.79037	0.0	
279.224330	  0.0	loop
279.50440	0.0	
279.59293	0.0	
279.72498	0.0	
279.90060	0.0	
280.03120	0.0	
282.380830	  0.0	loop
282.58830	0.0	
282.77988	0.0	
282.82776	0.0	
282.95258	0.0	
283.08173	0.0	
283.280550	  0.0	loop
283.40244	0.0	
283.50403	0.0	
283.60126	0.0	
283.70142	0.0	
283.87122	0.0	
284.10920	0.0	
296.732150	  0.0	loop
296.83954	0.0	
297.10657	0.0	
297.21832	0.0	
297.55646	0.0	
