297.81770	0.0	
297.930880	  0.0	loop
298.23856	0.0	
298.59990	0.0	
298.86115	0.0	
298.92352	0.0	
299.09770	0.0	
299.710100	  0.0	loop
300.02792	0.0	
300.26450	0.0	
300.34866	0.0	
300.48654	0.0	
300.728880	  0.0	loop
300.86096	0.0	
301.01770	0.0	
301.15265	0.0	
301.26440	0.0	
301.57495	0.0	
301.704130	  0.0	loop
301.88843	0.0	
302.09305	0.0	
302.41960	0.0	
302.73160	0.0	
357.408780	  0.0	loop
357.56262	0.0	
357.69324	0.0	
357.75275	0.0	
357.95883	0.0	
364.940770	  0.0	loop
365.09314	0.0	
365.20346	0.0	
365.33698	0.0	
365.59674	0.0	
365.70413	0.0	
365.907300	  0.0	loop
366.03790	0.0	
366.17725	0.0	
366.26430	0.0	
366.60098	0.0	
366.73160	0.0	
366.91736	0.0	
367.902770	  0.0	loop
368.02612	0.0	
368.10740	0.0	
368.18866	0.0	
368.25250	0.0	
368.39474	0.0	
368.52970	0.0	
368.71692	0.0	
418.902500	  0.0	loop
419.29868	0.0	
419.38430	0.0	
419.49023	0.0	
419.72534	0.0	
419.81244	0.0	
419.97640	0.0	
441.996200	  0.0	loop
442.19647	0.0	
442.33580	0.0	
442.39240	0.0	
442.59555	0.0	
442.66812	0.0	
442.87854	0.0	
472.273560	  0.0	loop
472.48834	0.0	
472.61606	0.0	
472.68716	0.0	
472.83228	0.0	
472.97885	0.0	
473.06015	0.0	
474.202270	  0.0	loop
474.33722	0.0	
474.47366	0.0	
474.53604	0.0	
474.74360	0.0	
474.81613	0.0	
474.94820	0.0	
475.31247	0.0	
490.345950	  0.0	loop
490.57960	0.0	
490.72617	0.0	
490.96854	0.0	
491.09332	0.0	
491.26312	0.0	
522.017940	  0.0	loop
522.20080	0.0	
522.40546	0.0	
522.46350	0.0	
522.71454	0.0	
522.89014	0.0	
523.13980	0.0	
523.38794	0.0	
523.59980	0.0	
523.830570	  0.0	loop
524.05410	0.0	
524.13824	0.0	
524.30804	0.0	
524.41833	0.0	
524.53010	0.0	
524.74050	0.0	
547.639700	  0.0	loop
548.07935	0.0	
548.57764	0.0	
548.83250	0.0	
549.11066	0.0	
588.264100	  0.0	loop
588.53064	0.0	
588.73920	0.0	
589.11000	0.0	
589.44604	0.0	
589.87476	0.0	
595.703200	  0.0	loop
596.37524	0.0	
596.90826	0.0	
597.42970	0.0	
597.90480	0.0	
598.472530	  0.0	loop
599.04034	0.0	
599.77030	0.0	
600.40760	0.0	
601.18396	0.0	
610.708740	  0.0	loop
611.25336	0.0	
611.76320	0.0	
612.33093	0.0	
613.21260	0.0	
614.47460	0.0	
633.222840	  0.0	loop
634.48590	0.0	
635.15796	0.0	
635.76050	0.0	
636.45570	0.0	
637.52170	0.0	
655.910770	  0.0	loop
656.45540	0.0	
656.80304	0.0	
657.45190	0.0	
658.04285	0.0	
658.81920	0.0	
676.107500	  0.0	loop
676.79114	0.0	
677.15030	0.0	
677.57904	0.0	
678.12366	0.0	
799.292050	  0.0	loop
799.80190	0.0	
800.58984	0.0	
800.96063	0.0	
801.13446	0.0	
801.45886	0.0	
804.981450	  0.0	loop
805.20160	0.0	
805.57240	0.0	
805.83887	0.0	
806.31396	0.0	
